course_code,canonical_title_current,observed_titles,first_seen_edition,last_seen_edition,active_current,contexts_seen,current_programs,current_program_count,historical_programs,historical_program_count,edition_count,ghost_flag,single_appearance_flag,stability_class,title_variant_class,current_title_confidence,canonical_cus,current_college,colleges_seen,notes_confidence
C715A,Organizational Behavior,Organizational Behavior,2024-01,2024-08,False,AP,,0,Certificate: Leadership,1,8,False,False,ephemeral,none,n/a,3,College of Business,College of Business | School of Business,
C718,Microeconomics,Microeconomics,2017-01,2020-01,False,AP,,0,"Bachelor of Science, Accounting; Bachelor of Science, Business - Healthcare Management; Bachelor of Science, Business - Human Resource Management; Bachelor of Science, Business - Information Technology Management; Bachelor of Science, Business Management; Bachelor of Science, Marketing Management",6,34,False,False,moderate,none,n/a,3,College of Business,College of Business,
C719,Macroeconomics,Macroeconomics,2017-01,2020-01,False,AP,,0,"Bachelor of Science, Accounting; Bachelor of Science, Business - Healthcare Management; Bachelor of Science, Business - Human Resource Management; Bachelor of Science, Business - Information Technology Management; Bachelor of Science, Business Management; Bachelor of Science, Marketing Management",6,34,False,False,moderate,none,n/a,3,College of Business,College of Business,
C725,Information Security and Assurance,Information Security and Assurance,2019-01,2023-04,False,AP,,0,"Master of Science, Cybersecurity and Information Assurance",1,52,False,False,stable,none,n/a,2,College of Information Technology,College of Information Technology,
C726,Cybersecurity Architecture and Engineering,Cybersecurity Architecture and Engineering,2019-01,2023-04,False,AP,,0,"Master of Science, Cybersecurity and Information Assurance",1,52,False,False,stable,none,n/a,4,College of Information Technology,College of Information Technology,
C727,Cybersecurity Management I - Strategic,Cybersecurity Management I - Strategic,2019-01,2023-04,False,AP,,0,"Master of Science, Cybersecurity and Information Assurance",1,52,False,False,stable,none,n/a,4,College of Information Technology,College of Information Technology,
C728,Secondary Disciplinary Literacy,Secondary Disciplinary Literacy,2017-07,2025-02,False,AP,,0,"Bachelor of Arts, Educational Studies in Middle Grades Mathematics Education; Bachelor of Arts, Educational Studies in Middle Grades Science Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Arts, Mathematics (5-12); Bachelor of Arts, Mathematics (5-9); Bachelor of Arts, Science (5-12, Bio); Bachelor of Arts, Science (5-12, Chemistry); Bachelor of Arts, Science (5-12, Geo); Bachelor of Arts, Science (5-12, Physics); Bachelor of Arts, Science (5-9); Bachelor of Science, Mathematics Education (Middle Grades); Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Middle Grades); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Master of Arts in Teaching, English Education (5-12); Master of Arts in Teaching, English Education (Secondary); Master of Arts in Teaching, Mathematics (5-12); Master of Arts in Teaching, Mathematics (5-9); Master of Arts in Teaching, Mathematics Education (Middle Grades); Master of Arts in Teaching, Mathematics Education (Secondary); Master of Arts in Teaching, Science (5-12); Master of Arts in Teaching, Science Education (Secondary); Post-baccalaureate Teacher Preparation, Science (5-12)",30,92,False,False,stable,none,n/a,3,School of Education,School of Education | Teachers College,
C729,Secondary Disciplinary Literacy,Secondary Disciplinary Literacy,2018-09,2020-06,False,AP,,0,"Master of Arts in Teaching, English Education (Secondary); Master of Arts in Teaching, Mathematics Education (Middle Grades); Master of Arts in Teaching, Mathematics Education (Secondary); Master of Arts in Teaching, Science Education (Secondary)",4,22,False,False,moderate,none,n/a,3,Teachers College,Teachers College,
C730,Secondary Reading Instruction and Interventions,Secondary Reading Instruction and Interventions | Secondary Reading Instruction and,2017-07,2025-02,False,AP,,0,"Bachelor of Arts, Educational Studies in Middle Grades Mathematics Education; Bachelor of Arts, Educational Studies in Middle Grades Science Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Arts, Mathematics (5-12); Bachelor of Arts, Mathematics (5-9); Bachelor of Arts, Science (5-12, Bio); Bachelor of Arts, Science (5-12, Chemistry); Bachelor of Arts, Science (5-12, Geo); Bachelor of Arts, Science (5-12, Physics); Bachelor of Arts, Science (5-9); Bachelor of Arts, Special Education Mild to Moderate; Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science, Mathematics Education (Middle Grades); Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Middle Grades); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Master of Arts in Teaching, English Education (5-12); Master of Arts in Teaching, English Education (Secondary); Master of Arts in Teaching, Mathematics (5-12); Master of Arts in Teaching, Mathematics (5-9); Master of Arts in Teaching, Mathematics Education (Middle Grades); Master of Arts in Teaching, Mathematics Education (Secondary); Master of Arts in Teaching, Science (5-12); Master of Arts in Teaching, Science Education (Secondary); Post-baccalaureate Teacher Preparation, Science (5-12)",33,92,False,False,stable,extraction_noise,n/a,3,School of Education,School of Education | Teachers College,PDF line-wrap artifact: shorter variant is a strict prefix of the canonical title.
C731,Secondary Reading Instruction and Interventions,Secondary Reading Instruction and Interventions,2018-09,2020-06,False,AP,,0,"Master of Arts in Teaching, English Education (Secondary); Master of Arts in Teaching, Mathematics Education (Middle Grades); Master of Arts in Teaching, Mathematics Education (Secondary); Master of Arts in Teaching, Science Education (Secondary)",4,22,False,False,moderate,none,n/a,3,Teachers College,Teachers College,
C732,Elementary Disciplinary Literacy,Elementary Disciplinary Literacy,2017-07,2024-09,False,AP,,0,"Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Elementary Education; Bachelor of Arts, Interdisciplinary Studies (K-8); Bachelor of Arts, Special Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Master of Arts in Teaching programs are the choice for you. These teacher-prep programs qualify you to become",7,87,False,False,stable,none,n/a,3,School of Education,School of Education | Teachers College,
C733,Elementary Disciplinary Literacy,Elementary Disciplinary Literacy,2017-07,2020-06,False,AP,,0,"Master of Arts in Teaching, Elementary Education; Master of Arts in Teaching, Elementary Education (K-8); Post-baccalaureate Teacher Preparation, Elementary Education (K-8); Post-baccalaureate, Elementary Education",4,36,False,False,moderate,none,n/a,3,Teachers College,Teachers College,
C734,Psychology for Educators,Psychology for Educators,2017-01,2017-05,False,AP,,0,"Bachelor of Arts, Interdisciplinary Studies (K-8); Bachelor of Arts, Mathematics (5-12); Bachelor of Arts, Mathematics (5-9); Bachelor of Arts, Science (5-12, Bio); Bachelor of Arts, Science (5-12, Chemistry); Bachelor of Arts, Science (5-12, Geo); Bachelor of Arts, Science (5-12, Physics); Bachelor of Arts, Science (5-9); Bachelor of Arts, Special Education",9,3,False,False,ephemeral,none,n/a,3,Teachers College,Teachers College,
C736,Evolution,Evolution,2017-01,2025-01,False,AP,,0,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Science (5-12, Bio); Bachelor of Science, Science Education (Secondary Biological Science)",3,94,False,False,stable,none,n/a,4,School of Education,School of Education | Teachers College,
C738,"Space, Time and Motion","Space, Time and Motion",2017-01,2025-01,False,AP,,0,"Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Arts, Science (5-12, Physics); Bachelor of Science, Science Education (Secondary Physics)",3,94,False,False,stable,none,n/a,4,School of Education,School of Education | Teachers College,
C740,Fundamentals of Data Analytics,Fundamentals of Data Analytics,2017-01,2020-09,False,AP,,0,"Master of Science, Data Analytics",1,42,False,False,moderate,none,n/a,2,College of Information Technology,College of Information Technology,
C741,Statistics for Data Analysis,Statistics for Data Analysis,2017-01,2020-09,False,AP,,0,"Master of Science, Data Analytics",1,42,False,False,moderate,none,n/a,3,College of Information Technology,College of Information Technology,
C742,Data Science Tools and Techniques,Data Science Tools and Techniques,2017-01,2018-11,False,AP,,0,"Master of Science, Data Analytics",1,20,False,False,moderate,none,n/a,3,College of Information Technology,College of Information Technology,
C743,Data Mining and Analytics I,Data Mining and Analytics I,2017-01,2020-09,False,AP,,0,"Master of Science, Data Analytics",1,42,False,False,moderate,none,n/a,3,College of Information Technology,College of Information Technology,
C744,Data Mining and Analytics II,Data Mining and Analytics II,2017-01,2020-09,False,AP,,0,"Master of Science, Data Analytics",1,42,False,False,moderate,none,n/a,3,College of Information Technology,College of Information Technology,
C745,Advanced Data Visualization,Advanced Data Visualization,2017-01,2020-09,False,AP,,0,"Master of Science, Data Analytics",1,42,False,False,moderate,none,n/a,3,College of Information Technology,College of Information Technology,
C746,Advanced SQL,Advanced SQL,2017-01,2018-11,False,AP,,0,"Master of Science, Data Analytics",1,20,False,False,moderate,none,n/a,4,College of Information Technology,College of Information Technology,
C747,SAS Programming I: Fundamentals,SAS Programming I: Fundamentals,2017-01,2020-09,False,AP,,0,"Master of Science, Data Analytics",1,42,False,False,moderate,none,n/a,4,College of Information Technology,College of Information Technology,
C748,SAS Programming II: Business Analysis Applications,SAS Programming II: Business Analysis Applications,2017-01,2020-09,False,AP,,0,"Master of Science, Data Analytics",1,42,False,False,moderate,none,n/a,4,College of Information Technology,College of Information Technology,
C749,Introduction to Data Science,Introduction to Data Science,2017-01,2023-07,False,AP,,0,"Bachelor of Science, Data Management/Data Analytics",1,76,False,False,stable,none,n/a,4,College of Information Technology,College of Information Technology,
C750,Data Wrangling with MongoDB,Data Wrangling with MongoDB,2017-01,2021-09,False,AP,,0,"Bachelor of Science, Data Management/Data Analytics",1,53,False,False,stable,none,n/a,3,College of Information Technology,College of Information Technology,
C751,Data Analysis with R,Data Analysis with R,2017-01,2023-07,False,AP,,0,"Bachelor of Science, Data Management/Data Analytics",1,76,False,False,stable,none,n/a,2,College of Information Technology,College of Information Technology,
C752,Data Visualization,Data Visualization,2017-01,2017-09,False,AP,,0,"Bachelor of Science, Data Management/Data Analytics",1,6,False,False,ephemeral,none,n/a,3,College of Information Technology,College of Information Technology,
C753,Machine Learning,Machine Learning,2017-01,2023-07,False,AP,,0,"Bachelor of Science, Data Management/Data Analytics",1,76,False,False,stable,none,n/a,3,College of Information Technology,College of Information Technology,
C754,Structured Query Language,Structured Query Language,2017-01,2018-07,False,AP,,0,"Bachelor of Science, Computer Science; Bachelor of Science, Data Management/Data Analytics; Bachelor of Science, Software Development",3,16,False,False,moderate,none,n/a,4,College of Information Technology,College of Information Technology,
C755,Database Server Administration,Database Server Administration,2017-01,2020-09,False,AP,,0,"Bachelor of Science, Data Management/Data Analytics",1,42,False,False,moderate,none,n/a,6,College of Information Technology,College of Information Technology,
C756,Data Analytics,Data Analytics,2017-01,2023-07,False,AP,,0,"Bachelor of Science, Data Management/Data Analytics",1,76,False,False,stable,none,n/a,4,College of Information Technology,College of Information Technology,
C757,Advanced Biology,Advanced Biology,2017-01,2017-05,False,AP,,0,"Bachelor of Arts, Science (5-12, Bio)",1,3,False,False,ephemeral,none,n/a,4,Teachers College,Teachers College,
C758,Advanced Biology,Advanced Biology,2017-01,2017-05,False,AP,,0,"Master of Arts, Science Education (5-12, Bio)",1,3,False,False,ephemeral,none,n/a,3,Teachers College,Teachers College,
C762,Teacher Performance Assessment in Science,Teacher Performance Assessment in Science,2017-01,2020-06,False,AP,,0,"Bachelor of Arts, Science (5-12, Bio); Bachelor of Arts, Science (5-12, Chemistry); Bachelor of Arts, Science (5-12, Geo); Bachelor of Arts, Science (5-12, Physics); Bachelor of Arts, Science (5-9); Bachelor of Science, Science Education (Middle Grades); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics)",10,39,False,False,moderate,none,n/a,2,Teachers College,Teachers College,
C763,Healthcare Information Systems Management,Healthcare Information Systems Management,2017-01,2019-01,False,AP,,0,"Bachelor of Science, Health Information Management",1,22,False,False,moderate,none,n/a,3,College of Health Professions,College of Health Professions | College of Information Technology,
C764,"MA, Science Education (5-12 Physics)Teacher Performance","MA, Science Education (5-12 Physics)Teacher Performance | MA, Science Education (5-12 Physics) Teacher Performance",2017-01,2017-05,False,AP,,0,"Master of Arts, Science Education (5-12, Physics)",1,3,False,False,ephemeral,formatting_only,n/a,6,Teachers College,Teachers College,Missing space between ')' and 'Teacher' in some extractions ('...Physics)Teacher Performance' vs '...Physics) Teacher Performance'). One variant is also a truncated form ('...Physics)Teach'). Core difference is a space insertion — formatting_only. Retired course.
C765,"MA, Science Education (5-12 Bio)Teacher Performance","MA, Science Education (5-12 Bio)Teacher Performance",2017-01,2017-05,False,AP,,0,"Master of Arts, Science Education (5-12, Bio)",1,3,False,False,ephemeral,none,n/a,6,Teachers College,Teachers College,
C768,Technical Communication,Technical Communication,2017-01,2023-07,False,AP,,0,"Bachelor of Science, Cloud Computing; Bachelor of Science, Cloud and Systems Administration; Bachelor of Science, Computer Science; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Management/Data Analytics; Bachelor of Science, IT - Networks Administration Emphasis; Bachelor of Science, IT - Security Emphasis; Bachelor of Science, Information Technology; Bachelor of Science, Network Operations and Security; Bachelor of Science, Software Development; Bachelor of Science, Software Development [BSITSWC]; Bachelor of Science, Software Development [BSITSW]",12,76,False,False,stable,none,n/a,3,College of Information Technology,College of Information Technology,
C769,IT Capstone Written Project,IT Capstone Written Project,2017-01,2026-01,False,AP,,0,"Bachelor of Science, Cloud Computing; Bachelor of Science, Cloud and Systems Administration; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Management/Data Analytics; Bachelor of Science, IT - Networks Administration Emphasis; Bachelor of Science, IT - Security Emphasis; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSITM); Bachelor of Science, Network Operations and Security; Bachelor of Science, Software Development",10,106,False,False,stable,none,n/a,4,College of Information Technology,College of Information Technology | School of Technology,
C772,Data Analytics Graduate Capstone,Data Analytics Graduate Capstone,2017-01,2020-09,False,AP,,0,"Master of Science, Data Analytics",1,42,False,False,moderate,none,n/a,3,College of Information Technology,College of Information Technology,
C773,User Interface Design,User Interface Design,2017-01,2026-01,False,AP,,0,"Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSITM); Bachelor of Science, Software Development; Bachelor of Science, Software Development [BSITSWC]; Bachelor of Science, Software Development [BSITSW]",5,106,False,False,stable,none,n/a,4,College of Information Technology,College of Information Technology | School of Technology,
C777,Web Development Applications,Web Development Applications,2017-01,2026-01,False,AP,,0,"Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSITM); Bachelor of Science, Software Development; Bachelor of Science, Software Development [BSITSWC]; Bachelor of Science, Software Development [BSITSW]",5,106,False,False,stable,none,n/a,6,College of Information Technology,College of Information Technology | School of Technology,
C779,Web Development Foundations,Web Development Foundations,2017-01,2023-07,False,AP,,0,"Bachelor of Science, Cloud Computing; Bachelor of Science, Cloud and Systems Administration; Bachelor of Science, Computer Science; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Management/Data Analytics; Bachelor of Science, IT - Networks Administration Emphasis; Bachelor of Science, IT - Security Emphasis; Bachelor of Science, Information Technology; Bachelor of Science, Network Operations and Security; Bachelor of Science, Software Development; Bachelor of Science, Software Development [BSITSWC]; Bachelor of Science, Software Development [BSITSW]",12,76,False,False,stable,none,n/a,3,College of Information Technology,College of Information Technology,
C785,Biochemistry,Biochemistry,2017-01,2022-12,False,AP,,0,"Bachelor of Science, Nursing [BSNU]; Bachelor of Science, Nursing [BSRN]; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Education [MSRNNUEDGR]; Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Leadership and Management [MSRNNULMGR]; Master of Science, Nursing - Nursing Informatics; Master of Science, Nursing - Nursing Informatics (RN to MSN); Master of Science, Nursing - Nursing Informatics [MSRNNUNIGR]; Master of Science, Nursing - Nursing Informatics [[UNKNOWN]]",10,69,False,False,stable,none,n/a,3,College of Health Professions,College of Health Professions,
C787,Health and Wellness Through Nutritional Science,Health and Wellness Through Nutritional Science,2017-01,2022-12,False,AP,,0,"Bachelor of Science, Nursing [BSNU]; Bachelor of Science, Nursing [BSRN]; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Education [MSRNNUEDGR]; Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Leadership and Management [MSRNNULMGR]; Master of Science, Nursing - Nursing Informatics; Master of Science, Nursing - Nursing Informatics (RN to MSN); Master of Science, Nursing - Nursing Informatics [MSRNNUNIGR]; Master of Science, Nursing - Nursing Informatics [[UNKNOWN]]",10,69,False,False,stable,none,n/a,3,College of Health Professions,College of Health Professions,
C791,Advanced Information Management and the Application of,Advanced Information Management and the Application of,2017-01,2020-06,False,AP,,0,"Master of Science, Nursing - Education (BSN to MSN); Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Education [MSNUED]; Master of Science, Nursing - Education [MSRNNUEDGR]; Master of Science, Nursing - Leadership and Management (BSN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Leadership and Management [MSNULM]; Master of Science, Nursing - Leadership and Management [MSRNNULMGR]; Master of Science, Nursing - Nursing Informatics (BSN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN); Master of Science, Nursing - Nursing Informatics [MSNUNI]; Master of Science, Nursing - Nursing Informatics [MSRNNUNIGR]; Master of Science, Nursing - Nursing Informatics [[UNKNOWN]]",13,39,False,False,moderate,none,n/a,3,College of Health Professions,College of Health Professions,
C793,Nursing Informatics Field Experience,Nursing Informatics Field Experience,2017-01,2018-11,False,AP,,0,"Master of Science, Nursing - Nursing Informatics (BSN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN); Master of Science, Nursing - Nursing Informatics [MSNUNI]; Master of Science, Nursing - Nursing Informatics [MSRNNUNIGR]; Master of Science, Nursing - Nursing Informatics [[UNKNOWN]]",5,20,False,False,moderate,none,n/a,4,College of Health Professions,College of Health Professions,
C794,Nursing Informatics Capstone,Nursing Informatics Capstone,2017-01,2018-11,False,AP,,0,"Master of Science, Nursing - Nursing Informatics (BSN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN); Master of Science, Nursing - Nursing Informatics [MSNUNI]; Master of Science, Nursing - Nursing Informatics [MSRNNUNIGR]; Master of Science, Nursing - Nursing Informatics [[UNKNOWN]]",5,20,False,False,moderate,none,n/a,2,College of Health Professions,College of Health Professions,
C795,Cybersecurity Management II - Tactical,Cybersecurity Management II - Tactical,2019-01,2023-04,False,AP,,0,"Master of Science, Cybersecurity and Information Assurance",1,52,False,False,stable,none,n/a,4,College of Information Technology,College of Information Technology,
C796,Cybersecurity Graduate Capstone,Cybersecurity Graduate Capstone,2019-01,2023-04,False,AP,,0,"Master of Science, Cybersecurity and Information Assurance",1,52,False,False,stable,none,n/a,3,College of Information Technology,College of Information Technology,
C799,Healthcare Ecosystems,Healthcare Ecosystems,2017-01,2025-01,False,AP,,0,"Bachelor of Science, Health Information Management",1,94,False,False,stable,none,n/a,3,College of Health Professions,College of Health Professions | College of Information Technology | Leavitt School of Health,
C800,Introduction to Healthcare IT Systems,Introduction to Healthcare IT Systems,2017-07,2021-08,False,AP,,0,"Bachelor of Science, Health Information Management",1,49,False,False,moderate,none,n/a,4,College of Health Professions,College of Health Professions | College of Information Technology,
C806,Introduction to Pharmacology,Introduction to Pharmacology,2017-07,2023-07,False,AP,,0,"Bachelor of Science, Health Information Management",1,73,False,False,stable,none,n/a,3,College of Health Professions,College of Health Professions | College of Information Technology | Leavitt School of Health,
C818,Health Information Management Capstone,Health Information Management Capstone,2017-07,2021-08,False,AP,,0,"Bachelor of Science, Health Information Management",1,49,False,False,moderate,none,n/a,4,College of Health Professions,College of Health Professions | College of Information Technology,
C820,Professional Leadership and Communication for Healthcare,Professional Leadership and Communication for Healthcare | Inter-professional Communication and Leadership in Healthcare,2017-01,2023-07,False,AP,,0,"Bachelor of Science, Health Information Management; Bachelor of Science, Health Services Coordination; Bachelor of Science, Nursing [BSNU]; Bachelor of Science, Nursing [BSRN]; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Education [MSRNNUEDGR]; Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Leadership and Management [MSRNNULMGR]; Master of Science, Nursing - Nursing Informatics; Master of Science, Nursing - Nursing Informatics (RN to MSN); Master of Science, Nursing - Nursing Informatics [MSRNNUNIGR]; Master of Science, Nursing - Nursing Informatics [[UNKNOWN]]",12,76,False,False,stable,extraction_noise,n/a,2,College of Health Professions,College of Health Professions | College of Information Technology | Leavitt School of Health,Title oscillated 'Professional Leadership and Communication for Healthcare' ↔ 'Inter-professional Communication and Leadership in Healthcare' across Oct→Nov 2017 in adjacent catalog editions; reverted by Nov 2017. Consistent with a brief catalog edit that was rolled back.
C821,Nursing Education Field Experience,Nursing Education Field Experience,2017-01,2018-03,False,AP,,0,"Master of Science, Nursing - Education (BSN to MSN); Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Education [MSNUED]; Master of Science, Nursing - Education [MSRNNUEDGR]",4,12,False,False,moderate,none,n/a,4,College of Health Professions,College of Health Professions,
C822,Nurse Educator Capstone,Nurse Educator Capstone,2017-01,2018-03,False,AP,,0,"Master of Science, Nursing - Education (BSN to MSN); Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Education [MSNUED]; Master of Science, Nursing - Education [MSRNNUEDGR]",4,12,False,False,moderate,none,n/a,2,College of Health Professions,College of Health Professions,
C823,Nursing Leadership and Management Field Experience,Nursing Leadership and Management Field Experience,2017-01,2020-09,False,AP,,0,"Master of Science, Nursing - Leadership and Management (BSN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Leadership and Management [MSNULM]; Master of Science, Nursing - Leadership and Management [MSRNNULMGR]",4,40,False,False,moderate,none,n/a,4,College of Health Professions,College of Health Professions,
C824,Nursing Leadership and Management Capstone,Nursing Leadership and Management Capstone,2017-01,2020-09,False,AP,,0,"Master of Science, Nursing - Leadership and Management (BSN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Leadership and Management [MSNULM]; Master of Science, Nursing - Leadership and Management [MSRNNULMGR]",4,40,False,False,moderate,none,n/a,2,College of Health Professions,College of Health Professions,
C825,Introduction to Nursing Arts and Science,Introduction to Nursing Arts and Science,2017-01,2022-12,False,AP,,0,"Bachelor of Science, Nursing [BSRN]",1,69,False,False,stable,none,n/a,3,College of Health Professions,College of Health Professions,
C826,Community Health and Population-Focused Nursing,Community Health and Population-Focused Nursing,2017-01,2022-12,False,AP,,0,"Bachelor of Science, Nursing [BSRN]",1,69,False,False,stable,none,n/a,3,College of Health Professions,College of Health Professions,
C828,Teacher Performance Assessment in Elementary Education,Teacher Performance Assessment in Elementary Education,2017-01,2020-06,False,AP,,0,"Bachelor of Arts, Elementary Education; Bachelor of Arts, Interdisciplinary Studies (K-8); Master of Arts in Teaching programs are the choice for you. These teacher-prep programs qualify you to become",3,39,False,False,moderate,none,n/a,2,Teachers College,Teachers College,
C829,Teacher Performance Assessment in Elementary and Special,Teacher Performance Assessment in Elementary and Special,2017-01,2020-06,False,AP,,0,"Bachelor of Arts, Special Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)",2,39,False,False,moderate,none,n/a,2,Teachers College,Teachers College,
C830,Teacher Performance Assessment in Mathematics Education,Teacher Performance Assessment in Mathematics Education,2017-01,2020-06,False,AP,,0,"Bachelor of Arts, Mathematics (5-12); Bachelor of Arts, Mathematics (5-9); Bachelor of Science, Mathematics Education (Middle Grades); Bachelor of Science, Mathematics Education (Secondary)",4,39,False,False,moderate,none,n/a,2,Teachers College,Teachers College,
C832,Chemistry with Lab,Chemistry with Lab,2018-05,2025-02,False,AP,,0,"Bachelor of Arts, Educational Studies in Middle Grades Science Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Middle Grades); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics)",8,82,False,False,stable,none,n/a,4,School of Education,School of Education | Teachers College,
C836,Fundamentals of Information Security,Fundamentals of Information Security,2017-07,2023-04,False,AP,,0,"Bachelor of Science, Computer Science; Bachelor of Science, Cybersecurity and Information Assurance",2,70,False,False,stable,none,n/a,3,College of Information Technology,College of Information Technology,
C837,Managing Web Security,Managing Web Security,2017-07,2020-09,False,AP,,0,"Bachelor of Science, Cybersecurity and Information Assurance",1,39,False,False,moderate,none,n/a,4,College of Information Technology,College of Information Technology,
C838,Managing Cloud Security,Managing Cloud Security,2017-07,2023-01,False,AP,,0,"Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Network Operations and Security",2,67,False,False,stable,none,n/a,4,College of Information Technology,College of Information Technology,
C839,Introduction to Cryptography,Introduction to Cryptography,2017-07,2023-01,False,AP,,0,"Bachelor of Science, Cloud Computing; Bachelor of Science, Cloud and Systems Administration; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Network Operations and Security",4,67,False,False,stable,none,n/a,4,College of Information Technology,College of Information Technology,
C840,Digital Forensics in Cybersecurity,Digital Forensics in Cybersecurity,2017-07,2023-01,False,AP,,0,"Bachelor of Science, Cybersecurity and Information Assurance",1,67,False,False,stable,none,n/a,4,College of Information Technology,College of Information Technology,
C841,Legal Issues in Information Security,Legal Issues in Information Security,2017-07,2025-06,False,AP,,0,"Bachelor of Science, Cybersecurity and Information Assurance",1,96,False,False,stable,none,n/a,4,College of Information Technology,College of Information Technology | School of Technology,
C842,Cyber Defense and Countermeasures,Cyber Defense and Countermeasures,2017-07,2023-01,False,AP,,0,"Bachelor of Science, Cybersecurity and Information Assurance",1,67,False,False,stable,none,n/a,4,College of Information Technology,College of Information Technology,
C843,Managing Information Security,Managing Information Security,2017-07,2025-06,False,AP,,0,"Bachelor of Science, Cybersecurity and Information Assurance",1,96,False,False,stable,none,n/a,6,College of Information Technology,College of Information Technology | School of Technology,
C844,Emerging Technologies in Cybersecurity,Emerging Technologies in Cybersecurity,2017-07,2025-06,False,AP,,0,"Bachelor of Science, Cybersecurity and Information Assurance",1,96,False,False,stable,none,n/a,4,College of Information Technology,College of Information Technology | School of Technology,
C846,Business of IT - Applications,Business of IT - Applications,2017-01,2023-07,False,AP,,0,"Bachelor of Science, Cloud Computing; Bachelor of Science, Cloud and Systems Administration; Bachelor of Science, Computer Science; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Management/Data Analytics; Bachelor of Science, Information Technology; Bachelor of Science, Network Operations and Security; Bachelor of Science, Software Development; Bachelor of Science, Software Development [BSITSWC]; Bachelor of Science, Software Development [BSITSW]",10,74,False,False,stable,none,n/a,4,College of Information Technology,College of Information Technology,
